example_id,format,correct,error,input_token_count,question_category,question_difficulty,source_dataset,query,gold_label,prediction,failure_flip_example
450,latex,1,,574,Multi-Item Lookup,Hard,sqa,which shows did tamera mowry star in?,"[""Flesh'n Blood"", 'True Colors', 'The All-New Mickey Mouse (MMC)', 'Sister, Sister', 'Are You Afraid of the Dark?', 'The Adventures of Hyperman', 'All That', 'Smart Guy', 'Blues Clues', 'Detention', 'How I Loved a Macho Boy', 'Strong Medicine', 'Family Guy', 'Roommates', 'The Super Hero Squad Show', 'Things We Do for Love', 'Access Hollywood Live', 'CHRISJayify', 'Tia & Tamera', 'Christmas Angel', 'The Real', 'Melissa and Joey']","Flesh'n Blood, True Colors, The All-New Mickey Mouse (MMC), Sister, Sister, Are You Afraid of the Dark?, The Adventures",0
450,markdown,1,,634,Multi-Item Lookup,Hard,sqa,which shows did tamera mowry star in?,"[""Flesh'n Blood"", 'True Colors', 'The All-New Mickey Mouse (MMC)', 'Sister, Sister', 'Are You Afraid of the Dark?', 'The Adventures of Hyperman', 'All That', 'Smart Guy', 'Blues Clues', 'Detention', 'How I Loved a Macho Boy', 'Strong Medicine', 'Family Guy', 'Roommates', 'The Super Hero Squad Show', 'Things We Do for Love', 'Access Hollywood Live', 'CHRISJayify', 'Tia & Tamera', 'Christmas Angel', 'The Real', 'Melissa and Joey']","Sister, Sister",0
451,html,1,,2121,Multi-Item Lookup,Hard,sqa,what years were championships held?,"['1931', 'Spring 1932', 'Fall 1932', 'Spring 1933', '1933/34', '1934/35', '1935/36', '1936/37', '1937/38', '1938/39', '1939/40', '1940/41', '1941/42', '1942/43', '1943/44', '1944/45', '1945/46', '1946/47', '1947/48', '1948/49', '1949/50', '1950/51', '1951/52', '1952/53', '1953/54', '1954/55', '1955/56']","1936/37, 1953/54",0
451,latex,1,,801,Multi-Item Lookup,Hard,sqa,what years were championships held?,"['1931', 'Spring 1932', 'Fall 1932', 'Spring 1933', '1933/34', '1934/35', '1935/36', '1936/37', '1937/38', '1938/39', '1939/40', '1940/41', '1941/42', '1942/43', '1943/44', '1944/45', '1945/46', '1946/47', '1947/48', '1948/49', '1949/50', '1950/51', '1951/52', '1952/53', '1953/54', '1954/55', '1955/56']","1935/36, 1936/37, 1953/54",0
451,markdown,1,,932,Multi-Item Lookup,Hard,sqa,what years were championships held?,"['1931', 'Spring 1932', 'Fall 1932', 'Spring 1933', '1933/34', '1934/35', '1935/36', '1936/37', '1937/38', '1938/39', '1939/40', '1940/41', '1941/42', '1942/43', '1943/44', '1944/45', '1945/46', '1946/47', '1947/48', '1948/49', '1949/50', '1950/51', '1951/52', '1952/53', '1953/54', '1954/55', '1955/56']","1935/36, 1936/37, 1953/54",0
452,html,1,,1180,Multi-Item Lookup,Hard,sqa,where were they located?,"['Santa Barbara, California  USA', 'Seattle, Washington  USA', 'Montreal, Quebec  Canada', 'Athens, Attica  Greece', 'Lund, Skane  Sweden', 'Austin, Texas  USA', 'London, England  UK', 'Sitges, Catalonia  Spain', 'Gwacheon, Gyeonggi-do  South Korea', 'Tel Aviv, Central  Israel', 'Toronto, Ontario  Canada', 'Nantes, Pays de la Loire  France', 'Jakarta, Bandung  Indonesia', 'Wroclaw, Lower Silesia  Poland']","Santa Barbara, California  USA
Seattle, Washington  USA
Montreal, Quebec  Canada
Athens, Attica  Greece
Lund, Skane",0
452,latex,1,,567,Multi-Item Lookup,Hard,sqa,where were they located?,"['Santa Barbara, California  USA', 'Seattle, Washington  USA', 'Montreal, Quebec  Canada', 'Athens, Attica  Greece', 'Lund, Skane  Sweden', 'Austin, Texas  USA', 'London, England  UK', 'Sitges, Catalonia  Spain', 'Gwacheon, Gyeonggi-do  South Korea', 'Tel Aviv, Central  Israel', 'Toronto, Ontario  Canada', 'Nantes, Pays de la Loire  France', 'Jakarta, Bandung  Indonesia', 'Wroclaw, Lower Silesia  Poland']","Santa Barbara, California  USA
Seattle, Washington  USA
Montreal, Quebec  Canada
Athens, Attica  Greece
Lund, Skane",0
452,markdown,1,,630,Multi-Item Lookup,Hard,sqa,where were they located?,"['Santa Barbara, California  USA', 'Seattle, Washington  USA', 'Montreal, Quebec  Canada', 'Athens, Attica  Greece', 'Lund, Skane  Sweden', 'Austin, Texas  USA', 'London, England  UK', 'Sitges, Catalonia  Spain', 'Gwacheon, Gyeonggi-do  South Korea', 'Tel Aviv, Central  Israel', 'Toronto, Ontario  Canada', 'Nantes, Pays de la Loire  France', 'Jakarta, Bandung  Indonesia', 'Wroclaw, Lower Silesia  Poland']","Santa Barbara, California USA; Seattle, Washington USA; Montreal, Quebec Canada; Athens, Attica Greece; Lund, Skane Sweden; Austin, Texas USA",0
453,html,1,,977,Multi-Item Lookup,Hard,sqa,which of those have a soveriegn status?,"['Denmark', 'Full', 'Sovereign state', 'Iceland', 'Full', 'Sovereign state', 'Norway', 'Full', 'Sovereign state', 'Sweden', 'Full', 'Sovereign state', 'Finland', 'Full', 'Sovereign state']","Denmark, Iceland, Norway, Sweden, Finland",0
453,latex,1,,424,Multi-Item Lookup,Hard,sqa,which of those have a soveriegn status?,"['Denmark', 'Full', 'Sovereign state', 'Iceland', 'Full', 'Sovereign state', 'Norway', 'Full', 'Sovereign state', 'Sweden', 'Full', 'Sovereign state', 'Finland', 'Full', 'Sovereign state']","Denmark, Iceland, Norway, Sweden, Finland",0
453,markdown,1,,381,Multi-Item Lookup,Hard,sqa,which of those have a soveriegn status?,"['Denmark', 'Full', 'Sovereign state', 'Iceland', 'Full', 'Sovereign state', 'Norway', 'Full', 'Sovereign state', 'Sweden', 'Full', 'Sovereign state', 'Finland', 'Full', 'Sovereign state']","Denmark, Iceland, Norway, Sweden, Finland",0
454,html,0,,666,Multi-Item Lookup,Hard,sqa,which aircraft have 1 year of service,"['1', '1', '1']","Beechcraft Super King Air 350, Cessna 208 Caravan, Partenvia P.68 Observer",0
454,latex,0,,374,Multi-Item Lookup,Hard,sqa,which aircraft have 1 year of service,"['1', '1', '1']","Beechcraft Super King Air 350, Cessna 208 Caravan, Partenvia P.68 Observer",0
454,markdown,0,,331,Multi-Item Lookup,Hard,sqa,which aircraft have 1 year of service,"['1', '1', '1']","Beechcraft Super King Air 350, Cessna 208 Caravan, Partenvia P.68 Observer",0
455,html,1,,2006,Multi-Item Lookup,Hard,sqa,"of those, what times were recorded?","['38:04.730', '+0.180', '+0.534', '+0.537', '+0.742', '+7.019', '+20.889', '+20.891', '+21.310', '+26.816', '+26.933', '+27.054', '+27.903', '+33.161', '+56.248', '+56.432', '+1:07.433', '+1:16.347', '+1:25.622', '+1:25.758', '+1:33.867', '+1:40.280', '+1:40.635', '+1 Lap', 'Retirement', 'Retirement', 'Retirement', 'Retirement']","38:04.730, +0.180, +0.534, +0.537, +",0
455,latex,1,,769,Multi-Item Lookup,Hard,sqa,"of those, what times were recorded?","['38:04.730', '+0.180', '+0.534', '+0.537', '+0.742', '+7.019', '+20.889', '+20.891', '+21.310', '+26.816', '+26.933', '+27.054', '+27.903', '+33.161', '+56.248', '+56.432', '+1:07.433', '+1:16.347', '+1:25.622', '+1:25.758', '+1:33.867', '+1:40.280', '+1:40.635', '+1 Lap', 'Retirement', 'Retirement', 'Retirement', 'Retirement']","thought
38:04.730, +0.180, +0.534, +0.53",0
455,markdown,1,,846,Multi-Item Lookup,Hard,sqa,"of those, what times were recorded?","['38:04.730', '+0.180', '+0.534', '+0.537', '+0.742', '+7.019', '+20.889', '+20.891', '+21.310', '+26.816', '+26.933', '+27.054', '+27.903', '+33.161', '+56.248', '+56.432', '+1:07.433', '+1:16.347', '+1:25.622', '+1:25.758', '+1:33.867', '+1:40.280', '+1:40.635', '+1 Lap', 'Retirement', 'Retirement', 'Retirement', 'Retirement']","38:04.730, +0.180, +0.534, +0.537, +",0
456,html,1,,1737,Multi-Item Lookup,Hard,sqa,what are all of the attendances?,"['79,568', '42,189', '79,332', '79,806', '85,962', '80,096', '46,007', '80,587', '80,538', '43,240', '80,112', '93,505', '41,260', '93,259']","79,568, 42,189, 79,332, 79,806,",0
456,latex,1,,846,Multi-Item Lookup,Hard,sqa,what are all of the attendances?,"['79,568', '42,189', '79,332', '79,806', '85,962', '80,096', '46,007', '80,587', '80,538', '43,240', '80,112', '93,505', '41,260', '93,259']","79,568, 42,189, 79,332, 79,806,",0
456,markdown,1,,909,Multi-Item Lookup,Hard,sqa,what are all of the attendances?,"['79,568', '42,189', '79,332', '79,806', '85,962', '80,096', '46,007', '80,587', '80,538', '43,240', '80,112', '93,505', '41,260', '93,259']","79,568, 42,189, 79,332, 79,806,",0
457,html,1,,1679,Multi-Item Lookup,Hard,sqa,which were composed between 1910-1920?,"['Schwarzschwanenreich', 'Sonnenflammen', 'Der Heidenkonig', 'Der Friedensengel', 'An allem ist Hutchen Schuld!', 'Das Liebesopfer (libretto only, no music completed)', 'Der Schmied von Marienburg']","Schwarzschwanenreich, Sonnenflammen, Der Heidenkonig, Der Friedensengel, An allem ist Hutchen Schuld!, Der Schmied",1
457,latex,1,,796,Multi-Item Lookup,Hard,sqa,which were composed between 1910-1920?,"['Schwarzschwanenreich', 'Sonnenflammen', 'Der Heidenkonig', 'Der Friedensengel', 'An allem ist Hutchen Schuld!', 'Das Liebesopfer (libretto only, no music completed)', 'Der Schmied von Marienburg']","7 & Schwarzschwanenreich & 3 acts & 1910 & 5 November 1918 & Karlsruhe, Hoftheater",1
457,markdown,0,,882,Multi-Item Lookup,Hard,sqa,which were composed between 1910-1920?,"['Schwarzschwanenreich', 'Sonnenflammen', 'Der Heidenkonig', 'Der Friedensengel', 'An allem ist Hutchen Schuld!', 'Das Liebesopfer (libretto only, no music completed)', 'Der Schmied von Marienburg']","7, 8, 9, 10, 11, 12a, 13",1
